user_id,item_id,behavior_type,user_geohash,item_category,time
100068031,203452706,1,94deooi,12170,2022-12-11 18
100068031,209383858,1,94deoon,10431,2022-12-11 19
100068031,315643365,1,94deoor,9618,2022-12-11 09
100068031,368555026,1,94deolv,10431,2022-12-11 19
100068031,72451347,1,94deoln,5263,2022-12-11 13
100068031,35891330,1,94deoo0,10431,2022-12-11 09
100068031,134749334,1,94deolo,10431,2022-12-11 19
100068031,17625952,1,94deood,5263,2022-12-11 13
100068031,176277477,1,,11406,2022-12-11 01
100068031,17625952,1,94deooo,5263,2022-12-11 13
100068031,23465458,1,,9618,2022-12-11 00
100068031,283187728,1,94deolo,12158,2022-12-11 18
100068031,303580397,1,94deods,10431,2022-12-11 18
100068031,254127882,1,9rctolg,9618,2022-12-11 23
100068031,332024681,1,94deooi,10431,2022-12-11 18
100068031,134749334,1,94deook,10431,2022-12-11 19
100068031,134749334,1,94deod9,10431,2022-12-11 19
100068031,193039837,1,,11406,2022-12-11 00
100068031,217620949,1,9rctoli,10431,2022-12-11 23
100068031,37252707,1,,11406,2022-12-11 01
100068031,340626017,1,,11406,2022-12-11 01
100068031,134749334,1,94deoo0,10431,2022-12-11 19
100068031,396381058,1,,6794,2022-12-11 00
100068031,36925766,1,94deooh,10431,2022-12-11 18
100068031,217620949,4,94deolj,10431,2022-12-11 09
100068031,203452706,1,94deolb,12170,2022-12-11 18
100068031,217620949,1,94deol5,10431,2022-12-11 09
100068031,35891330,1,94deool,10431,2022-12-11 09
100068031,217620949,1,9rctolt,10431,2022-12-11 23
100068031,217620949,1,94deods,10431,2022-12-11 09
100068031,29057984,1,,11406,2022-12-11 01
100068031,56534263,1,,11406,2022-12-11 01
100068031,260830386,1,94deoep,5263,2022-12-11 13
100068031,209383858,1,94deol7,10431,2022-12-11 19
100068031,36747439,1,94deolw,5263,2022-12-11 13
100068031,315643365,1,94deolf,9618,2022-12-11 09
100068031,191645973,1,,9618,2022-12-11 01
100068031,368555026,1,94deoor,10431,2022-12-11 19
100068031,82673334,1,94deol5,1860,2022-12-11 13
100068031,36747439,1,94deooh,5263,2022-12-11 13
100068031,36925766,1,94deoo5,10431,2022-12-11 18
100068031,141287533,1,94deola,9752,2022-12-11 13
100068031,292335356,1,,5932,2022-12-11 00
100068031,17625952,1,94deoo4,5263,2022-12-11 13
100068031,222558510,1,94deoo1,7955,2022-12-11 13
100068031,98517695,1,94deooo,10431,2022-12-11 19
100068031,55633951,1,,4245,2022-12-11 00
100068031,193025176,1,94deoli,5263,2022-12-11 13
100068031,254127882,1,9rctolt,9618,2022-12-11 23
100068031,35891330,1,94deol7,10431,2022-12-11 09
100068031,368555026,1,94deol7,10431,2022-12-11 19
100068031,254127882,1,9rctol7,9618,2022-12-11 23
100068031,254127882,4,,9618,2022-12-11 19
100068031,254127882,1,,9618,2022-12-11 19
100068031,217620949,1,94deoom,10431,2022-12-11 18
100068031,35891330,1,94deola,10431,2022-12-11 09
100068031,326958270,1,,11406,2022-12-11 01
100068031,367054865,1,,9017,2022-12-11 01
100068031,239537665,1,,7572,2022-12-11 00
100068031,66637813,1,94deoo5,5263,2022-12-11 13
100068031,18513498,1,,11406,2022-12-11 01
100068031,209383858,1,94deolq,10431,2022-12-11 19
100068031,144421765,1,94deol7,10431,2022-12-11 09
100068031,309397585,1,94deolf,5263,2022-12-11 13
100068031,72451347,1,94deook,5263,2022-12-11 13
100068031,82673334,1,94deolq,1860,2022-12-11 13
100068031,254127882,1,9rctok1,9618,2022-12-11 23
100068031,215355147,1,,5446,2022-12-11 00
100068031,359160282,1,,3956,2022-12-11 00
100068031,1391883,1,94deooe,10431,2022-12-11 18
100068031,303580397,1,94deooe,10431,2022-12-11 18
100068031,303580397,1,94deold,10431,2022-12-11 18
100068031,291916398,1,,10431,2022-12-11 00
100068031,298622907,1,,4245,2022-12-11 00
100068031,141287533,1,94deoor,9752,2022-12-11 13
100068031,236312871,1,,732,2022-12-11 00
100068031,315643365,1,94deool,9618,2022-12-11 09
100076491,29324162,1,,11279,2022-12-11 21
100076491,284175201,2,,13230,2022-12-11 20
100076491,105050773,1,,11279,2022-12-11 20
100076491,128527910,1,,3544,2022-12-11 20
100076491,284175201,1,,13230,2022-12-11 21
100076491,168348640,1,,1863,2022-12-11 20
100076491,197103180,1,,9397,2022-12-11 20
100076491,157149059,1,,11279,2022-12-11 20
100076491,284175201,1,,13230,2022-12-11 20
100076491,52504250,1,,1863,2022-12-11 20
100076491,316252641,1,,11279,2022-12-11 20
100076491,146125036,2,,11279,2022-12-11 20
100076491,326737096,1,,5232,2022-12-11 20
100076491,235651410,1,,13230,2022-12-11 20
100076491,263983479,1,,1863,2022-12-11 20
100076491,146125036,1,,11279,2022-12-11 21
100076491,239130903,1,,2953,2022-12-11 20
100076491,29324162,2,,11279,2022-12-11 20
100076491,96136602,1,,11279,2022-12-11 20
100076491,146125036,1,,11279,2022-12-11 20
100076491,239130903,1,,2953,2022-12-11 21
100076491,276883885,1,,11721,2022-12-11 20
100076491,218991306,1,,11279,2022-12-11 20
100076491,35434203,1,,11279,2022-12-11 20
100076491,29324162,1,,11279,2022-12-11 20
100076491,273770275,1,,2953,2022-12-11 20
100076491,229739627,1,,5027,2022-12-11 20
100076491,386545234,1,,2953,2022-12-11 20
100076491,151348418,1,,5027,2022-12-11 20
100076491,204602170,1,,11279,2022-12-11 20
100076491,310405085,1,,5027,2022-12-11 20
100076491,131786712,1,,5232,2022-12-11 20
100076491,203815861,1,,2953,2022-12-11 20
100076491,12865825,1,,2953,2022-12-11 20
100076491,239130903,1,,2953,2022-12-11 15
100087810,232129608,1,,7440,2022-12-11 19
100097524,293939662,1,,9559,2022-12-11 16
10009860,202026462,1,954fopm,12488,2022-12-11 14
10009860,202026462,1,954fopf,12488,2022-12-11 14
10009860,104695282,1,956962e,8650,2022-12-11 19
100112527,201234906,1,96p6u47,4280,2022-12-11 22
100112527,280027539,1,96p6tvb,10753,2022-12-11 23
100112527,126177943,1,96p6tuf,3884,2022-12-11 22
100112527,315566451,1,96p6u57,3827,2022-12-11 22
100112527,381993320,1,96p6tuk,3783,2022-12-11 23
100112527,315566451,1,96p6u4v,3827,2022-12-11 22
100112527,4875351,1,96p6tua,2010,2022-12-11 22
100112527,265956415,1,96p6u47,2010,2022-12-11 22
100112527,389471666,1,96p6tuk,3827,2022-12-11 22
100112527,10257512,1,96p6tua,10931,2022-12-11 22
100112527,286006108,1,96p6u50,1710,2022-12-11 22
100112527,87832640,1,96p6tuk,3783,2022-12-11 23
100112527,155211396,1,96p6tuo,5751,2022-12-11 22
100112527,301088186,1,96p6tuk,13152,2022-12-11 22
100112527,44093282,1,96p6tud,3940,2022-12-11 22
100112527,319205225,1,96p6u49,3884,2022-12-11 22
100112527,87832640,1,96p6u55,3783,2022-12-11 23
100112527,87832640,1,96p6tui,3783,2022-12-11 23
100112527,369634220,1,96p6u41,3783,2022-12-11 23
100112527,10257512,1,96p6tvo,10931,2022-12-11 22
100112527,132256901,1,96p6u5q,3827,2022-12-11 22
100112527,126115189,1,96p6tvf,3884,2022-12-11 22
100112527,26255040,1,96p6u5q,2010,2022-12-11 22
100112527,71117024,1,96p6u46,7955,2022-12-11 22
100112527,271987580,1,96p6tvd,9268,2022-12-11 22
100112527,381993320,1,96p6tuf,3783,2022-12-11 23
100112527,123175703,1,96p6tuo,3827,2022-12-11 22
100112527,151221024,1,96p6u56,3827,2022-12-11 22
100112527,331379852,1,96p6tvg,10753,2022-12-11 22
100112527,157317686,1,96p6tue,10753,2022-12-11 22
100112527,389471666,1,96p6tub,3827,2022-12-11 22
100112527,319205225,1,96p6tul,3884,2022-12-11 22
100112527,277043747,1,96p6u43,8723,2022-12-11 22
100112527,271987580,1,96p6tub,9268,2022-12-11 22
100112527,396296870,1,96p6u59,3783,2022-12-11 23
100112527,265956415,1,96p6tve,2010,2022-12-11 22
100112527,289487626,1,96p6u55,5176,2022-12-11 23
100112527,123175703,1,96p6tub,3827,2022-12-11 22
100112527,201234906,1,96p6tve,4280,2022-12-11 22
100112527,280261657,1,96p6tvk,3783,2022-12-11 23
100112527,335714800,1,96p6tuk,10753,2022-12-11 22
100112527,301088186,1,96p6u5q,13152,2022-12-11 22
100112527,331379852,1,96p6u56,10753,2022-12-11 22
100112527,126115189,1,96p6tvd,3884,2022-12-11 22
100112527,71117024,1,96p6tub,7955,2022-12-11 22
100112527,109992421,1,96p6tuf,2010,2022-12-11 22
100112527,369634220,1,96p6tum,3783,2022-12-11 23
100112527,286006108,1,96p6u51,1710,2022-12-11 22
100112527,44093282,1,96p6u46,3940,2022-12-11 22
100112527,66835431,1,96p6tuo,3783,2022-12-11 23
100112527,335714800,1,96p6tve,10753,2022-12-11 22
100112527,364674397,1,96p6tvm,9261,2022-12-11 22
100112527,396296870,1,96p6tub,3783,2022-12-11 23
100112527,151221024,1,96p6tub,3827,2022-12-11 22
100112527,280261657,1,96p6tue,3783,2022-12-11 23
100112527,206242869,1,96p6u4v,3682,2022-12-11 22
100112527,66835431,1,96p6u57,3783,2022-12-11 23
100112527,66236675,1,96p6tum,591,2022-12-11 22
100112527,66236675,1,96p6tvm,591,2022-12-11 22
100121281,312295863,1,95lknuq,1083,2022-12-11 23
100121281,217681317,1,95lkn0i,1083,2022-12-11 23
100121281,77044116,1,95lknvh,3271,2022-12-11 22
100121281,217681317,1,95lknu6,1083,2022-12-11 23
100121281,300394857,1,95lknu5,3271,2022-12-11 22
100121281,322329370,1,95lknv5,5399,2022-12-11 23
100121281,9530449,1,,451,2022-12-11 13
100121281,48984907,1,95lknv7,1083,2022-12-11 23
100121281,77044116,1,95lknuh,3271,2022-12-11 22
100121281,186986303,1,95lknt3,1083,2022-12-11 23
100121281,242793426,1,,10507,2022-12-11 13
100121281,155721659,1,95lknuq,1083,2022-12-11 23
100121281,371112471,1,95lkn0j,5399,2022-12-11 22
100121281,133651557,1,95lknup,3271,2022-12-11 22
100121281,399257411,1,95lknu1,1083,2022-12-11 23
100121281,371112471,1,95lknu4,5399,2022-12-11 22
100121281,205171980,1,95lknvh,1083,2022-12-11 23
100121281,155226915,1,,1083,2022-12-11 09
100121281,176764040,1,95lknu0,2236,2022-12-11 21
100121281,302917576,1,95lknu4,1083,2022-12-11 23
100121281,12163426,1,95lknuq,1083,2022-12-11 23
100121281,399257411,1,95lknv5,1083,2022-12-11 23
100121281,164613416,1,,1159,2022-12-11 13
100121281,133651557,1,95lkn1m,3271,2022-12-11 22
100121281,387628878,1,95lknu0,1083,2022-12-11 23
100121281,303589589,1,95lkn1j,3271,2022-12-11 22
100121281,205171980,1,95lkn0l,1083,2022-12-11 23
100121281,205171980,1,95lknu4,1083,2022-12-11 23
100121281,133651557,1,95lknvq,3271,2022-12-11 22
100121281,217681317,1,95lknu0,1083,2022-12-11 23
100121281,276866194,1,95lkn1o,451,2022-12-11 21
100121281,97728812,1,,10481,2022-12-11 13
100121281,218852671,1,,5027,2022-12-11 09
100121281,230587895,1,95lknvp,1083,2022-12-11 23
100121281,176764040,1,95lkn0a,2236,2022-12-11 21
100121281,12163426,1,95lknuc,1083,2022-12-11 23
100121281,12163426,1,95lknv7,1083,2022-12-11 23
100121281,249441342,1,95lknu7,9261,2022-12-11 22
100121281,155721659,3,95lknvq,1083,2022-12-11 23
100121281,155721659,1,95lknvh,1083,2022-12-11 23
100121281,128613931,1,95lkn1l,1083,2022-12-11 23
100121281,322329370,1,95lknv4,5399,2022-12-11 23
100121281,322329370,3,95lknvq,5399,2022-12-11 23
100121281,371112471,1,95lkn0a,5399,2022-12-11 22
100121281,312295863,1,95lkn1o,1083,2022-12-11 23
100121281,195060082,1,,5206,2022-12-11 13
100121281,12163426,1,95lkn0a,1083,2022-12-11 23
100121281,352912326,1,95lknsf,1083,2022-12-11 23
100121281,33373838,1,95lknu5,1083,2022-12-11 23
100121281,322329370,1,95lkn0d,5399,2022-12-11 23
100121281,155721659,1,95lkntt,1083,2022-12-11 23
100121281,21595779,1,95lknuh,1083,2022-12-11 23
100121281,133651557,3,95lknvp,3271,2022-12-11 22
100121281,300781661,1,95lknup,9261,2022-12-11 22
100121281,176764040,4,95lkn0o,2236,2022-12-11 21
100121281,12163426,1,95lknuh,1083,2022-12-11 23
100121281,352912326,1,95lknu5,1083,2022-12-11 23
100121281,219105682,1,95lknu4,1083,2022-12-11 23
100121281,232292099,1,95lknu2,1083,2022-12-11 23
100121281,354884988,1,95lknut,1083,2022-12-11 23
100121281,247894113,1,95lkn0b,5027,2022-12-11 21
100121281,161255134,1,,8849,2022-12-11 13
100121281,387628878,1,95lknuq,1083,2022-12-11 23
100121281,184562569,1,,6513,2022-12-11 09
100121281,387628878,1,95lknu4,1083,2022-12-11 23
100121281,399257411,1,95lknvh,1083,2022-12-11 23
100121281,326920018,1,,2825,2022-12-11 13
100121281,77044116,1,95lknvp,3271,2022-12-11 22
100121281,118082757,1,,10894,2022-12-11 13
100121281,81945967,1,,5027,2022-12-11 09
100121281,138097590,1,95lkn1o,1083,2022-12-11 23
100121281,221256203,1,,1083,2022-12-11 09
100121281,133651557,1,95lknun,3271,2022-12-11 22
100121281,276866194,1,95lknu2,451,2022-12-11 21
100121281,322329370,1,95lkn0i,5399,2022-12-11 23
100121281,47627841,1,,5399,2022-12-11 09
100121281,162771801,1,,3271,2022-12-11 13
100121281,247894113,1,95lknu3,5027,2022-12-11 21
100121281,182093627,1,95lkn0k,1083,2022-12-11 23
100121281,312295863,1,95lknut,1083,2022-12-11 23
100121281,338178906,1,95lkn0m,9261,2022-12-11 22
100121281,40405160,1,,4269,2022-12-11 13
100121281,145933388,1,,11925,2022-12-11 13
100121281,272979770,1,95lknus,1083,2022-12-11 23
100121281,217681317,1,95lknup,1083,2022-12-11 23
100135783,134970163,1,,3673,2022-12-11 20
100135783,324125078,1,,12488,2022-12-11 21
100135783,36467429,1,,5027,2022-12-11 18
100135783,184826446,1,,5027,2022-12-11 18
100135783,103342135,1,,6794,2022-12-11 21
100135783,250284095,1,,1453,2022-12-11 20
100135783,334220334,1,,2993,2022-12-11 20
100135783,110117185,3,,12488,2022-12-11 21
100135783,141526324,1,,6794,2022-12-11 21
100135783,33309916,1,,3673,2022-12-11 20
100135783,36560280,1,,4269,2022-12-11 20
100135783,11626417,1,,3673,2022-12-11 20
100135783,126198792,1,,1453,2022-12-11 20
100135783,368476823,1,,3673,2022-12-11 20
100135783,361697021,1,,3673,2022-12-11 20
100135783,50685763,1,,1453,2022-12-11 20
100135783,234039455,1,,3673,2022-12-11 20
100135783,19560650,1,,12488,2022-12-11 21
100135783,155824258,3,,3673,2022-12-11 20
100135783,161950634,1,,3673,2022-12-11 20
100135783,74589296,1,,5027,2022-12-11 18
100135783,105966906,1,,12488,2022-12-11 21
100135783,374311403,1,,3673,2022-12-11 20
100135783,262838959,1,,5027,2022-12-11 18
100135783,19349356,1,,5027,2022-12-11 18
100135783,281327064,1,,5027,2022-12-11 18
100135783,209250294,1,,12488,2022-12-11 21
100135783,72116905,1,,12488,2022-12-11 21
100135783,335443460,1,,3673,2022-12-11 20
100135783,306276667,1,,3673,2022-12-11 20
100135783,18949016,1,,5027,2022-12-11 18
100135783,257184395,1,,1453,2022-12-11 20
100135783,5831801,1,,1453,2022-12-11 20
100135783,110117185,1,,12488,2022-12-11 21
100135783,386911210,1,,3673,2022-12-11 20
100135783,77754193,1,,6794,2022-12-11 21
100135783,155824258,1,,3673,2022-12-11 20
100167622,324170625,1,,3381,2022-12-11 16
100167622,195716379,1,,3381,2022-12-11 16
100198255,399506259,1,,6513,2022-12-11 08
100198255,128655837,1,,13230,2022-12-11 16
100198255,399506259,1,,6513,2022-12-11 16
100198255,361681874,1,,3528,2022-12-11 18
100198255,161557263,1,,5894,2022-12-11 19
100198255,129372191,1,,4120,2022-12-11 18
100198255,279255659,1,,6513,2022-12-11 18
100198255,188172539,1,,6513,2022-12-11 16
100198255,323413642,1,,5894,2022-12-11 19
100198255,154501060,1,,5399,2022-12-11 09
100198255,283342639,1,,5399,2022-12-11 09
100198255,75993804,1,,7195,2022-12-11 18
100198255,63211735,1,,5027,2022-12-11 08
100198255,403242367,1,,13230,2022-12-11 08
100198255,377927374,1,,5027,2022-12-11 18
100198255,199424811,1,,5749,2022-12-11 19
100198255,244930722,1,,7549,2022-12-11 08
100198255,109408353,1,,5201,2022-12-11 18
100198255,307214902,1,,10392,2022-12-11 18
100198255,163693865,1,,5749,2022-12-11 19
100198255,175877608,1,,10894,2022-12-11 16
100198255,256259937,1,,3673,2022-12-11 08
100198255,267626452,1,,6513,2022-12-11 16
100198255,178514055,1,,1863,2022-12-11 09
100198255,360401751,1,,4676,2022-12-11 18
100198255,87934403,1,,13230,2022-12-11 19
100198255,111701642,1,,5894,2022-12-11 19
100198255,78770024,1,,515,2022-12-11 18
100198255,56041707,1,,5027,2022-12-11 19
100198255,258158998,1,,14079,2022-12-11 18
100198255,175877608,1,,10894,2022-12-11 08
100198255,259546877,1,,13230,2022-12-11 16
100198255,206061175,1,,13381,2022-12-11 18
100198255,22929014,1,,13230,2022-12-11 16
100198255,280113564,1,,5894,2022-12-11 16
100198255,251280751,1,,5894,2022-12-11 19
100198255,268069496,1,,5689,2022-12-11 16
100198255,292746795,1,,5399,2022-12-11 17
100198255,178514055,1,,1863,2022-12-11 08
100198255,19536397,1,,5894,2022-12-11 19
100198255,335331932,1,,2825,2022-12-11 19
100198255,40123486,1,,5894,2022-12-11 19
100198255,234718413,1,,10392,2022-12-11 08
100198255,63211735,1,,5027,2022-12-11 16
100198255,209323160,1,,10072,2022-12-11 17
100198255,345185429,1,,5894,2022-12-11 19
100198255,246999452,1,,5027,2022-12-11 16
100198255,283472527,1,,13230,2022-12-11 19
100198255,297858024,1,,13230,2022-12-11 16
100198255,189475755,1,,14079,2022-12-11 18
100212013,231351402,1,94efuri,5016,2022-12-11 23
100212013,177444480,1,94efu5e,5016,2022-12-11 23
100212013,177444480,1,94efu79,5016,2022-12-11 23
100212013,341321694,1,94efuq3,2114,2022-12-11 23
100226515,216812834,1,,7995,2022-12-11 00
100226515,235429637,3,,5065,2022-12-11 09
100226515,9816288,1,,3064,2022-12-11 11
100226515,220424910,4,,6437,2022-12-11 08
100226515,270613459,1,,1963,2022-12-11 10
100226515,96769183,1,,7619,2022-12-11 09
100226515,309088194,1,,7619,2022-12-11 11
100226515,16886858,1,,4830,2022-12-11 11
100226515,383472921,1,,9205,2022-12-11 00
100226515,134396030,1,,8376,2022-12-11 11
100226515,235429637,1,,5065,2022-12-11 09
100226515,217799714,1,,8710,2022-12-11 09
100226515,392234068,1,,13230,2022-12-11 09
100226515,242461314,2,,3064,2022-12-11 11
100226515,323575240,4,,7995,2022-12-11 08
100226515,275749377,1,,6437,2022-12-11 00
100226515,335923871,1,,3064,2022-12-11 11
100226515,242461314,1,,3064,2022-12-11 11
100226515,19989334,1,,11046,2022-12-11 10
100226515,383472921,1,,9205,2022-12-11 08
100226515,21466067,1,,5395,2022-12-11 00
100226515,698978,3,,9205,2022-12-11 00
100226515,390798862,1,,6304,2022-12-11 09
100226515,698978,1,,9205,2022-12-11 00
100226515,235429637,1,,5065,2022-12-11 10
100226515,165511928,1,,8376,2022-12-11 11
100226515,270613459,3,,1963,2022-12-11 09
100226515,220424910,1,,6437,2022-12-11 00
100226515,42491395,1,,4830,2022-12-11 10
100226515,302023128,1,,3064,2022-12-11 11
100226515,233384481,1,,3282,2022-12-11 00
100226515,323575240,1,,7995,2022-12-11 08
100226515,118297587,1,,12630,2022-12-11 00
100226515,306275491,1,,13348,2022-12-11 09
100226515,341370552,1,,5894,2022-12-11 17
100226515,79364934,1,,1963,2022-12-11 09
100226515,286808769,1,,6417,2022-12-11 17
100226515,286808769,1,,6417,2022-12-11 10
100226515,9816288,1,,3064,2022-12-11 10
100226515,383472921,1,,9205,2022-12-11 09
100226515,270613459,1,,1963,2022-12-11 09
100226515,42491395,1,,4830,2022-12-11 09
100226515,39557244,1,,7995,2022-12-11 00
100226515,284819242,1,,5894,2022-12-11 10
100226515,392234068,1,,13230,2022-12-11 00
100226515,304963337,1,,4830,2022-12-11 11
100226515,330742541,1,,5727,2022-12-11 00
100226515,55692149,1,,4830,2022-12-11 11
100226515,35109008,1,,9205,2022-12-11 00
100226515,341370552,1,,5894,2022-12-11 22
100226515,92685275,1,,4830,2022-12-11 23
100226515,21466067,1,,5395,2022-12-11 22
100226515,47191623,1,,4830,2022-12-11 11
100226515,124109707,1,,4830,2022-12-11 10
100226515,341370552,1,,5894,2022-12-11 00
100226515,183211131,1,,3558,2022-12-11 00
100233331,14465682,1,,9205,2022-12-11 03
100233331,248015324,1,,10961,2022-12-11 03
100233331,113639213,1,,8609,2022-12-11 03
100233331,108869524,1,,1838,2022-12-11 03
100233331,317381734,1,,7831,2022-12-11 03
100253557,370156288,1,,5894,2022-12-11 20
100253557,83671912,1,,5894,2022-12-11 13
100253557,146270447,1,,5894,2022-12-11 23
100253557,202469785,1,,2825,2022-12-11 20
100253557,149599958,1,,5894,2022-12-11 20
100253557,404317277,1,,470,2022-12-11 23
100253557,176906853,1,,5894,2022-12-11 20
100253557,72930500,1,,6255,2022-12-11 20
100253557,10285473,1,,13269,2022-12-11 14
100253557,183337242,1,,12090,2022-12-11 22
100253557,337672601,1,,5894,2022-12-11 20
100253557,187150329,1,,5894,2022-12-11 20
100253557,335315214,1,,6255,2022-12-11 20
100253557,152562097,1,,13230,2022-12-11 23
100253557,373680090,1,,6255,2022-12-11 23
100253557,18026167,1,,470,2022-12-11 23
100253557,224931117,1,,5894,2022-12-11 23
100253557,68073409,1,,2236,2022-12-11 13
100253557,236374769,1,,6255,2022-12-11 13
100253557,105172160,1,,12090,2022-12-11 22
100253557,297009555,1,,5894,2022-12-11 23
100253557,281741110,1,,2589,2022-12-11 14
100253557,283690856,1,,5894,2022-12-11 23
100253557,339448661,1,,5894,2022-12-11 20
100253557,320559565,1,,5894,2022-12-11 23
100253557,127552568,1,,6255,2022-12-11 20
100253557,347295237,1,,5894,2022-12-11 23
100253557,269475687,1,,7344,2022-12-11 13
100253557,106171052,1,,5894,2022-12-11 20
100253557,367132639,1,,5894,2022-12-11 23
100253557,385844151,1,,6255,2022-12-11 20
100253557,301359007,1,,5894,2022-12-11 23
100253557,111747894,1,,5894,2022-12-11 23
100253557,122659952,1,,5894,2022-12-11 20
100253557,242359529,1,,5894,2022-12-11 23
100253557,291051374,1,,5894,2022-12-11 20
100253557,162311905,1,,2825,2022-12-11 23
100253557,114363825,1,,6255,2022-12-11 20
100253557,197426638,1,,9614,2022-12-11 22
100253557,206132130,1,,5894,2022-12-11 20
100253557,321639945,1,,6255,2022-12-11 20
100253557,364443682,1,,5894,2022-12-11 23
100253557,85477238,1,,6255,2022-12-11 20
100253557,84508768,1,,11406,2022-12-11 22
100253557,39583936,1,,6255,2022-12-11 20
100253557,394588333,1,,5399,2022-12-11 20
100253557,165313145,1,,6255,2022-12-11 20
100253557,108630599,1,,6255,2022-12-11 20
100253557,8467473,1,,6255,2022-12-11 20
100253557,137647682,1,,6344,2022-12-11 13
100295908,337633658,1,,10901,2022-12-11 11
100295908,54476466,1,,5399,2022-12-11 17
100295908,322594720,1,,5399,2022-12-11 16
100295908,187282471,1,,4370,2022-12-11 10
100295908,310279633,1,,8716,2022-12-11 15
100295908,266548235,1,,5399,2022-12-11 17
100295908,387543901,1,,5399,2022-12-11 16
100295908,108348422,1,,4370,2022-12-11 11
100295908,131494836,1,,3673,2022-12-11 11
100295908,25676074,1,,8716,2022-12-11 15
100295908,130017321,1,,5399,2022-12-11 17
100295908,400244574,1,,5399,2022-12-11 16
100295908,34887409,1,,12294,2022-12-11 11
100295908,363839300,1,,9516,2022-12-11 11
100295908,128784247,1,,6513,2022-12-11 11
100295908,52643525,1,,4370,2022-12-11 10
100295908,63636654,1,,5399,2022-12-11 17
100295908,245867088,1,,5399,2022-12-11 17
100295908,312922282,1,,5399,2022-12-11 16
100295908,175609046,1,,12294,2022-12-11 11
100295908,323558292,3,,12294,2022-12-11 11
100295908,6795186,1,,4370,2022-12-11 11
100295908,38378972,1,,1427,2022-12-11 17
100295908,334408773,1,,5232,2022-12-11 11
100295908,276700022,1,,5271,2022-12-11 17
100295908,277200375,1,,8716,2022-12-11 15
100295908,4111797,1,,5027,2022-12-11 17
100295908,149120303,1,,5399,2022-12-11 17
100295908,287107229,1,,5399,2022-12-11 17
100295908,391831868,3,,9516,2022-12-11 11
100295908,14128985,1,,5399,2022-12-11 17
100295908,220488285,1,,5503,2022-12-11 11
100295908,312396296,1,,5271,2022-12-11 11
100295908,264551986,1,,8716,2022-12-11 15
100295908,134805283,1,,4370,2022-12-11 10
100295908,157544210,1,,9517,2022-12-11 17
100295908,59941945,1,,5027,2022-12-11 17
100295908,150074718,1,,8716,2022-12-11 15
100295908,125584004,1,,3673,2022-12-11 11
100295908,130079038,1,,5689,2022-12-11 11
100295908,43785880,1,,6226,2022-12-11 17
10001082,4368907,1,,5503,2022-12-12 12
10001082,266563343,1,95qobus,5232,2022-12-12 11
10001082,29558680,1,95qob0m,5232,2022-12-12 11
10001082,222375145,1,95qobv6,5503,2022-12-12 11
10001082,151466952,1,,5232,2022-12-12 11
10001082,223569678,1,,5653,2022-12-12 12
10001082,225520260,1,,6513,2022-12-12 12
10001082,184299215,1,95qobsg,5232,2022-12-12 11
10001082,298397524,1,,10894,2022-12-12 12
10001082,170596596,1,,10894,2022-12-12 11
10001082,212028630,1,95qobv6,5232,2022-12-12 11
10001082,327034531,1,,5894,2022-12-12 12
10001082,222375145,1,95qob1m,5503,2022-12-12 11
